APP_ID_C,target
app_109218,0.000948746
app_109219,0.09176074
app_109220,0.003879336
app_109221,0.009994085
app_109222,0.003477936
app_109223,0.002564023
app_109224,0.02224402
app_109225,0.050672725
app_109226,0.11752364
app_109227,0.00035025
app_109228,0.022907792
app_109229,0.000144159
app_109230,0.037906587
app_109231,0.02464264
app_109232,0.020289386
app_109233,0.000246631
app_109234,0.003998582
app_109235,0.03021704
app_109236,0.006723088
app_109237,0.009205095
app_109238,0.030129842
app_109239,0.027632788
app_109240,0.013465989
app_109241,0.000755697
app_109242,0.031637125
app_109243,0.000993063
app_109244,0.01873493
app_109245,0.002654436
app_109246,0.005906461
app_109247,0.015097361
app_109248,0.021797443
app_109249,0.001160583
app_109250,0.022387907
app_109251,0.026900386
app_109252,0.008609787
app_109253,0.000360501
app_109254,0.027538834
app_109255,0.051574606
app_109256,0.3263696
app_109257,0.001852094
app_109258,0.021797443
app_109259,0.021098254
app_109260,0.034743518
app_109261,0.025527935
app_109262,0.07167752
app_109263,0.006468836
app_109264,0.000611926
app_109265,0.018365607
app_109266,0.007506473
app_109267,0.008367075
app_109268,0.012333469
app_109269,0.000465448
app_109270,0.29324195
app_109271,0.007370496
app_109272,0.027632788
app_109273,0.013773027
app_109274,0.038642786
app_109275,0.004866743
app_109276,0.012963051
app_109277,0.005070194
app_109278,0.001964368
app_109279,0.05683327
app_109280,0.001439394
app_109281,0.011512408
app_109282,0.018923037
app_109283,0.00798529
app_109284,0.000427072
app_109285,0.001313609
app_109286,0.005338438
app_109287,0.029846247
app_109288,0.011308277
app_109289,0.07873992
app_109290,0.028992098
app_109291,0.003869946
app_109292,0.000581009
app_109293,0.005212663
app_109294,0.000957491
app_109295,0.013278111
app_109296,0.023486799
app_109297,0.007141233
app_109298,0.027632788
app_109299,0.03830494
app_109300,0.011203717
app_109301,0.004323257
app_109302,0.05452493
app_109303,0.027632788
app_109304,0.028150918
app_109305,0.005159665
app_109306,0.005074186
app_109307,0.005917102
app_109308,0.010160058
app_109309,0.116373606
app_109310,0.005832045
app_109311,0.000425131
app_109312,0.01949198
app_109313,0.015801504
app_109314,0.028629733
app_109315,0.000134326
app_109316,0.033569522
app_109317,0.027632788
app_109318,0.006342356
app_109319,0.004063079
app_109320,0.000211138
app_109321,0.03429499
app_109322,0.020630693
app_109323,0.000907068
app_109324,0.011820816
app_109325,0.000800933
app_109326,0.005751773
app_109327,0.003745598
app_109328,0.002920152
app_109329,0.001182568
app_109330,0.002762758
app_109331,0.00762058
app_109332,0.027632788
app_109333,0.003166006
app_109334,0.000542047
app_109335,0.015217764
app_109336,0.003285068
app_109337,0.007874207
app_109338,0.009500792
app_109339,0.011796689
app_109340,0.021220025
app_109341,0.020145215
app_109342,0.03395399
app_109343,0.00221704
app_109344,0.012874706
app_109345,0.006176246
app_109346,0.010068872
app_109347,0.005240432
app_109348,0.09853988
app_109349,2.93E-05
app_109350,0.001322485
app_109351,0.007561276
app_109352,0.01050271
app_109353,0.08817667
app_109354,0.000930994
app_109355,0.005778729
app_109356,0.010669369
app_109357,0.001784311
app_109358,0.013992215
app_109359,0.013099154
app_109360,0.000699955
app_109361,0.027766388
app_109362,0.022251934
app_109363,0.011750989
app_109364,0.02176583
app_109365,0.019055365
app_109366,0.008377034
app_109367,0.023782065
app_109368,0.037165534
app_109369,0.050103385
app_109370,0.025183493
app_109371,0.04643296
app_109372,0.004400572
app_109373,0.075386174
app_109374,0.002755594
app_109375,0.00154263
app_109376,0.001872874
app_109377,0.000489533
app_109378,0.000443446
app_109379,0.002283065
app_109380,0.012159536
app_109381,0.018360006
app_109382,0.002650915
app_109383,0.040308263
app_109384,0.00275628
app_109385,0.04481605
app_109386,0.005479964
app_109387,0.01065037
app_109388,0.000322733
app_109389,0.03830494
app_109390,0.003882219
app_109391,0.036620118
app_109392,0.005144229
app_109393,0.018253492
app_109394,0.010465382
app_109395,0.027250338
app_109396,0.008386701
app_109397,0.001615142
app_109398,0.000175388
app_109399,0.004735782
app_109400,0.022770835
app_109401,0.001519312
app_109402,0.02176583
app_109403,0.004216211
app_109404,0.017026592
app_109405,0.016466785
app_109406,0.030157076
app_109407,0.046892952
app_109408,0.030834053
app_109409,0.009303822
app_109410,0.03097943
app_109411,0.011716485
app_109412,0.00206458
app_109413,0.046433985
app_109414,0.010696114
app_109415,0.025855418
app_109416,0.013010444
app_109417,0.000272357
app_109418,0.06422171
app_109419,0.03375168
app_109420,0.097437
app_109421,0.000759416
app_109422,0.004731921
app_109423,0.042010847
app_109424,0.028280338
app_109425,0.000724629
app_109426,0.002812111
app_109427,0.002920843
app_109428,0.011207685
app_109429,0.027632788
app_109430,0.036743466
app_109431,0.027632788
app_109432,0.027515747
app_109433,0.007784281
app_109434,0.00047092
app_109435,0.005661814
app_109436,0.014849461
app_109437,0.03363546
app_109438,0.000478154
app_109439,0.03018071
app_109440,0.025716856
app_109441,0.016417332
app_109442,0.004660037
app_109443,5.08E-05
app_109444,0.005969625
app_109445,0.018610515
app_109446,0.005570488
app_109447,0.031712554
app_109448,0.054664046
app_109449,0.005314867
app_109450,0.009745258
app_109451,0.015863463
app_109452,0.017764276
app_109453,0.014340015
app_109454,0.19357912
app_109455,0.020108977
app_109456,0.003928354
app_109457,0.010136338
app_109458,0.009894896
app_109459,0.023476232
app_109460,0.06527343
app_109461,0.052744307
app_109462,0.046478674
app_109463,0.00082578
app_109464,0.014864892
app_109465,0.012185101
app_109466,0.021077225
app_109467,0.005720157
app_109468,0.012185101
app_109469,0.036566038
app_109470,0.004427624
app_109471,0.012185101
app_109472,0.008034027
app_109473,0.015250018
app_109474,0.000696232
app_109475,0.05165647
app_109476,0.030944167
app_109477,0.015097361
app_109478,0.027632788
app_109479,0.000276439
app_109480,0.021194711
app_109481,0.009541763
app_109482,0.000842462
app_109483,0.008683162
app_109484,0.042200655
app_109485,0.003684972
app_109486,0.029642107
app_109487,0.012100324
app_109488,0.005281913
app_109489,0.20564432
app_109490,0.0221903
app_109491,0.07709832
app_109492,0.009778888
app_109493,0.031462118
app_109494,0.009794002
app_109495,0.007024396
app_109496,0.015800867
app_109497,0.0226988
app_109498,0.000573219
app_109499,0.028280338
app_109500,0.036313914
app_109501,0.025844138
app_109502,0.003886571
app_109503,8.76E-05
app_109504,0.000106971
app_109505,0.001958932
app_109506,0.002956854
app_109507,0.017445933
app_109508,0.002916305
app_109509,0.020575676
app_109510,0.017353192
app_109511,0.02720631
app_109512,0.011417494
app_109513,0.07171922
app_109514,0.001988447
app_109515,0.028394815
app_109516,0.028857933
app_109517,0.00367742
app_109518,0.004842019
app_109519,0.005996821
app_109520,0.018071959
app_109521,0.019567806
app_109522,0.006332843
app_109523,0.000729136
app_109524,0.023098366
app_109525,0.023958227
app_109526,0.002686615
app_109527,0.11690951
app_109528,0.025527935
app_109529,0.02257565
app_109530,0.009994085
app_109531,0.022566713
app_109532,0.012121689
app_109533,9.09E-05
app_109534,0.13127953
app_109535,0.001963948
app_109536,0.0078216
app_109537,0.024380073
app_109538,0.04571859
app_109539,0.034729443
app_109540,0.03550936
app_109541,0.011031649
app_109542,0.00592836
app_109543,0.001899028
app_109544,0.001827652
app_109545,0.000817189
app_109546,0.036339477
app_109547,0.00798787
app_109548,0.01564882
app_109549,0.018907225
app_109550,0.015848506
app_109551,0.02176583
app_109552,0.006278164
app_109553,0.005669553
app_109554,0.01242863
app_109555,0.002034657
app_109556,0.052577242
app_109557,0.07379161
app_109558,0.005519763
app_109559,0.006278164
app_109560,0.003508651
app_109561,0.032990992
app_109562,0.01853424
app_109563,0.001585982
app_109564,0.000945839
app_109565,0.027586035
app_109566,0.006278164
app_109567,0.03637818
app_109568,0.017703474
app_109569,0.029698672
app_109570,0.004139514
app_109571,0.000473863
app_109572,0.000487965
app_109573,0.07606673
app_109574,0.001452063
app_109575,0.001226317
app_109576,0.022566713
app_109577,0.116373606
app_109578,0.022835936
app_109579,0.012090267
app_109580,0.001658279
app_109581,0.003241577
app_109582,0.000865525
app_109583,0.026538178
app_109584,0.005399863
app_109585,0.028492497
app_109586,0.000387046
app_109587,0.07392212
app_109588,0.005887238
app_109589,0.003703985
app_109590,0.002523574
app_109591,0.001313041
app_109592,0.05491154
app_109593,0.026492449
app_109594,0.00538358
app_109595,0.010186327
app_109596,0.016938955
app_109597,0.014190832
app_109598,0.028742652
app_109599,0.001453298
app_109600,0.001719778
app_109601,0.040006317
app_109602,0.029087787
app_109603,0.022936085
app_109604,0.002953356
app_109605,0.04487408
app_109606,0.014845039
app_109607,0.000627188
app_109608,0.014165906
app_109609,0.001021096
app_109610,0.015051724
app_109611,0.022279043
app_109612,0.001690176
app_109613,0.07283422
app_109614,0.01965515
app_109615,0.002282652
app_109616,0.001437942
app_109617,0.00991792
app_109618,0.03375168
app_109619,0.0205065
app_109620,0.00224334
app_109621,0.010568409
app_109622,0.006332843
app_109623,0.04270968
app_109624,0.004121631
app_109625,0.06298385
app_109626,0.003730758
app_109627,0.020394046
app_109628,0.007046676
app_109629,0.008034027
app_109630,0.01896386
app_109631,0.12737943
app_109632,0.029855775
app_109633,0.005642376
app_109634,0.025527935
app_109635,0.007206802
app_109636,0.00794331
app_109637,0.054970585
app_109638,0.005082882
app_109639,0.0118641
app_109640,0.000434308
app_109641,0.033016425
app_109642,0.028731598
app_109643,0.014420178
app_109644,0.01807718
app_109645,0.000808015
app_109646,0.00169582
app_109647,0.10236336
app_109648,0.000679759
app_109649,0.002057766
app_109650,0.006144946
app_109651,0.000727001
app_109652,0.00132509
app_109653,0.012568049
app_109654,0.006332843
app_109655,0.016493512
app_109656,0.002145971
app_109657,0.012523449
app_109658,0.016385732
app_109659,0.022192612
app_109660,0.020394046
app_109661,0.027632788
app_109662,0.00747924
app_109663,0.012864559
app_109664,0.026086628
app_109665,0.000741502
app_109666,0.014967705
app_109667,0.006332843
app_109668,0.019690735
app_109669,0.00436296
app_109670,0.000473386
app_109671,0.018076152
app_109672,0.001060079
app_109673,0.040212356
app_109674,0.010344923
app_109675,0.002364774
app_109676,0.016913041
app_109677,0.026908057
app_109678,0.021112416
app_109679,0.003587937
app_109680,0.000256963
app_109681,0.001195665
app_109682,0.001436928
app_109683,0.01908293
app_109684,0.006454802
app_109685,0.045341328
app_109686,0.018627245
app_109687,0.033257104
app_109688,0.003372438
app_109689,0.009760818
app_109690,0.02176583
app_109691,0.021178247
app_109692,0.003497457
app_109693,0.028628075
app_109694,0.028280338
app_109695,0.001941628
app_109696,0.033636916
app_109697,0.023782065
app_109698,0.006830069
app_109699,0.013146673
app_109700,0.013280478
app_109701,0.000535615
app_109702,0.021214133
app_109703,0.013773027
app_109704,0.003944884
app_109705,0.01960588
app_109706,0.071248494
app_109707,0.022566713
app_109708,0.058535885
app_109709,0.02011962
app_109710,0.002232193
app_109711,0.001991568
app_109712,0.019832697
app_109713,0.005476191
app_109714,0.013749774
app_109715,0.002652317
app_109716,0.003541859
app_109717,0.008970385
app_109718,0.002373501
app_109719,0.046815883
app_109720,0.02108765
app_109721,0.013971166
app_109722,0.03283171
app_109723,0.013995847
app_109724,0.031275433
app_109725,0.029778473
app_109726,0.022865415
app_109727,0.002926856
app_109728,0.051237624
app_109729,0.040070336
app_109730,0.008512937
app_109731,0.03872521
app_109732,0.015318289
app_109733,0.006631663
app_109734,0.004664744
app_109735,0.012368217
app_109736,0.004689889
app_109737,0.022566713
app_109738,0.006218829
app_109739,0.012976358
app_109740,0.017009722
app_109741,0.019596167
app_109742,0.007857598
app_109743,0.002302591
app_109744,0.036313914
app_109745,0.043703854
app_109746,0.03344721
app_109747,0.027167056
app_109748,0.057123277
app_109749,0.013773027
app_109750,0.006452742
app_109751,0.079076216
app_109752,0.006096262
app_109753,0.00157469
app_109754,0.001261732
app_109755,0.007911988
app_109756,0.03527317
app_109757,0.00838186
app_109758,0.002075579
app_109759,0.0224844
app_109760,0.046948444
app_109761,0.050586686
app_109762,0.012766692
app_109763,0.005599643
app_109764,0.016979411
app_109765,0.002809014
app_109766,0.017165178
app_109767,0.029702514
app_109768,0.07350273
app_109769,0.03442076
app_109770,0.002214446
app_109771,0.003324609
app_109772,0.005062558
app_109773,0.003121805
app_109774,0.04362528
app_109775,0.007476907
app_109776,0.041590203
app_109777,0.025527935
app_109778,0.03881483
app_109779,0.032171194
app_109780,0.016853888
app_109781,0.028857933
app_109782,0.002478611
app_109783,0.001162901
app_109784,0.018636042
app_109785,0.016542042
app_109786,0.000500731
app_109787,0.026750237
app_109788,0.001230103
app_109789,0.00338929
app_109790,0.002992426
app_109791,0.010912493
app_109792,0.00099804
app_109793,0.017180324
app_109794,0.001242915
app_109795,0.015217764
app_109796,9.35E-05
app_109797,0.001862544
app_109798,0.065939836
app_109799,0.004903028
app_109800,0.03527317
app_109801,0.006117853
app_109802,0.016485067
app_109803,0.000766372
app_109804,0.027586035
app_109805,0.004050689
app_109806,0.01207916
app_109807,0.000457617
app_109808,0.02907091
app_109809,0.008503452
app_109810,0.010670985
app_109811,0.027095763
app_109812,0.006858849
app_109813,0.001107542
app_109814,0.001920414
app_109815,0.001674859
app_109816,0.002786539
app_109817,0.005774287
app_109818,0.006947242
app_109819,0.03830494
app_109820,0.024319079
app_109821,0.026873862
app_109822,0.004722124
app_109823,0.001795049
app_109824,0.005437594
app_109825,0.000796146
app_109826,0.071746014
app_109827,0.017657999
app_109828,0.008281763
app_109829,0.017134659
app_109830,0.020394046
app_109831,0.04413344
app_109832,0.014328023
app_109833,0.019386483
app_109834,0.000470257
app_109835,0.033079002
app_109836,0.031850748
app_109837,0.002059955
app_109838,0.000326148
app_109839,0.07927462
app_109840,0.100165725
app_109841,0.025757214
app_109842,0.07048908
app_109843,0.003215089
app_109844,0.01027151
app_109845,0.012867362
app_109846,0.011826743
app_109847,0.000374782
app_109848,0.001392367
app_109849,0.010648662
app_109850,0.002921589
app_109851,0.11948244
app_109852,0.003339052
app_109853,0.01910982
app_109854,0.00082289
app_109855,0.024048826
app_109856,0.003226357
app_109857,0.21539615
app_109858,0.033514466
app_109859,0.023486799
app_109860,0.011460837
app_109861,0.003291102
app_109862,0.00482607
app_109863,0.000483291
app_109864,0.000547879
app_109865,0.000243707
app_109866,0.014299486
app_109867,0.028310828
app_109868,0.027663926
app_109869,0.004689889
app_109870,0.004870894
app_109871,0.035550077
app_109872,0.006988864
app_109873,0.000408702
app_109874,0.007579163
app_109875,0.00327067
app_109876,0.005660687
app_109877,0.01342823
app_109878,0.002839906
app_109879,0.011379086
app_109880,0.000506788
app_109881,0.122492306
app_109882,0.010098568
app_109883,0.000499077
app_109884,0.017058386
app_109885,0.001450172
app_109886,0.08386505
app_109887,0.011220575
app_109888,0.027632788
app_109889,0.0224844
app_109890,0.015545846
app_109891,0.026348207
app_109892,0.01330189
app_109893,0.034519296
app_109894,0.021531943
app_109895,0.020526882
app_109896,0.011721433
app_109897,0.023098366
app_109898,0.005777104
app_109899,0.02404394
app_109900,0.025072543
app_109901,0.062478937
app_109902,0.012754677
app_109903,0.014275256
app_109904,0.003617811
app_109905,0.000770102
app_109906,0.001584749
app_109907,0.021413706
app_109908,0.004738181
app_109909,0.03190612
app_109910,0.012251594
app_109911,0.004155374
app_109912,0.009955351
app_109913,0.015842305
app_109914,0.17711683
app_109915,0.000596874
app_109916,0.010516614
app_109917,0.001110566
app_109918,0.009496113
app_109919,0.001633349
app_109920,0.018048113
app_109921,0.000227411
app_109922,0.01562839
app_109923,0.002111999
app_109924,0.09301161
app_109925,0.002686474
app_109926,0.03527317
app_109927,0.007723327
app_109928,0.022601468
app_109929,0.012325682
app_109930,0.001513831
app_109931,0.00057087
app_109932,0.02176583
app_109933,0.010846402
app_109934,0.004737405
app_109935,0.000377719
app_109936,0.008556251
app_109937,0.027632788
app_109938,0.017703474
app_109939,0.004006339
app_109940,0.008273851
app_109941,0.003240236
app_109942,0.031352036
app_109943,0.012677776
app_109944,0.04241719
app_109945,0.0164365
app_109946,0.000860617
app_109947,0.028993435
app_109948,0.020394046
app_109949,0.003070106
app_109950,0.01245007
app_109951,0.030478494
app_109952,0.001517453
app_109953,0.004663064
app_109954,0.04355634
app_109955,0.020394046
app_109956,0.020918688
app_109957,0.004443812
app_109958,0.00492025
app_109959,0.027273238
app_109960,0.011578302
app_109961,0.020181637
app_109962,0.002553153
app_109963,0.008367075
app_109964,0.000966343
app_109965,0.031112041
app_109966,0.000345765
app_109967,0.005458301
app_109968,0.023486799
app_109969,0.029146558
app_109970,0.006539894
app_109971,0.008548121
app_109972,0.0237312
app_109973,0.018317183
app_109974,0.011031649
app_109975,0.000108647
app_109976,5.56E-05
app_109977,0.002597996
app_109978,0.002607546
app_109979,0.16128124
app_109980,0.022566713
app_109981,0.00370318
app_109982,0.000493152
app_109983,0.002944928
app_109984,0.028317245
app_109985,0.072996594
app_109986,0.015934004
app_109987,0.000940519
app_109988,0.058535885
app_109989,0.026910236
app_109990,0.000196229
app_109991,0.013185643
app_109992,0.027632788
app_109993,0.012558365
app_109994,0.012181234
app_109995,0.000111522
app_109996,0.007986027
app_109997,0.013727341
app_109998,0.045042515
app_109999,0.028842635
app_110000,0.00083626
app_110001,0.008187143
app_110002,0.000685791
app_110003,0.006648182
app_110004,0.002152732
app_110005,0.057480786
app_110006,0.018647037
app_110007,0.004118907
app_110008,0.001280517
app_110009,0.000905623
app_110010,0.000905623
app_110011,0.000905623
app_110012,0.027318556
app_110013,0.001824964
app_110014,0.009059428
app_110015,0.030588426
app_110016,0.045542315
app_110017,0.0027332
app_110018,0.013688719
app_110019,0.005932126
app_110020,0.022453949
app_110021,0.019454673
app_110022,0.030079601
app_110023,0.044177573
app_110024,0.03587969
app_110025,0.001164149
app_110026,0.002035814
app_110027,0.006441739
app_110028,0.010105558
app_110029,0.015389283
app_110030,0.005659063
app_110031,0.004332304
app_110032,0.02176583
app_110033,0.003559815
app_110034,0.001813521
app_110035,0.020268219
app_110036,0.000667916
app_110037,0.056485254
app_110038,0.003399498
app_110039,0.001633864
app_110040,0.0257954
app_110041,0.015807074
app_110042,0.006059661
app_110043,0.03375168
app_110044,0.021672418
app_110045,0.001841323
app_110046,0.001944153
app_110047,0.012660228
app_110048,0.3507992
app_110049,0.027754297
app_110050,0.028857933
app_110051,0.04768091
app_110052,0.001672217
app_110053,0.036830727
app_110054,0.000605812
app_110055,0.026582267
app_110056,0.014757178
app_110057,0.001434123
app_110058,0.031177841
app_110059,0.001199311
app_110060,0.004503807
app_110061,0.058198467
app_110062,0.012613239
app_110063,0.001948371
app_110064,0.000546568
app_110065,0.031927995
app_110066,0.030600084
app_110067,0.0224844
app_110068,0.031996198
app_110069,0.041867662
app_110070,0.003066205
app_110071,0.09126848
app_110072,0.027595634
app_110073,0.015046106
app_110074,0.015579039
app_110075,0.019754281
app_110076,0.005383794
app_110077,0.028857933
app_110078,0.005076919
app_110079,0.00349134
app_110080,0.002492265
app_110081,0.027632788
app_110082,0.054104272
app_110083,0.064446524
app_110084,0.03527317
app_110085,0.017026665
app_110086,0.03527317
app_110087,0.001970393
app_110088,0.004689889
app_110089,0.017885279
app_110090,0.005242735
app_110091,0.023434136
app_110092,0.0224844
app_110093,0.0224844
app_110094,0.028280338
app_110095,0.008849182
app_110096,0.024550576
app_110097,0.003005053
app_110098,0.018597966
app_110099,0.029319305
app_110100,0.012631151
app_110101,0.045010056
app_110102,0.001462629
app_110103,0.000235132
app_110104,0.008597028
app_110105,0.012228591
app_110106,0.002430388
app_110107,0.028280338
app_110108,0.001906332
app_110109,0.000300683
app_110110,0.08401585
app_110111,0.002517437
app_110112,0.01043349
app_110113,0.009994085
app_110114,0.005914942
app_110115,0.058774263
app_110116,0.000866087
app_110117,0.003731456
app_110118,0.003176591
app_110119,0.000210659
app_110120,0.001663739
app_110121,0.011915483
app_110122,0.01790255
app_110123,4.73E-05
app_110124,0.00483176
app_110125,0.051816914
app_110126,0.03165231
app_110127,0.027632788
app_110128,0.047210168
app_110129,0.030854838
app_110130,0.1365415
app_110131,0.000364535
app_110132,0.026304187
app_110133,0.03490645
app_110134,0.005789667
app_110135,0.033114683
app_110136,0.052767094
app_110137,0.043872684
app_110138,0.0317222
app_110139,0.003499992
app_110140,0.011600675
app_110141,0.05735164
app_110142,0.023486799
app_110143,0.013410818
app_110144,0.02954528
app_110145,0.008200349
app_110146,0.03870254
app_110147,0.014569908
app_110148,0.031230023
app_110149,0.002526172
app_110150,0.050702084
app_110151,0.028610086
app_110152,0.04442281
app_110153,0.007194676
app_110154,0.01516721
app_110155,0.039949693
app_110156,0.001956591
app_110157,0.11653346
app_110158,0.016414661
app_110159,3.30E-05
app_110160,0.012819276
app_110161,0.00261628
app_110162,0.004276048
app_110163,0.001631039
app_110164,0.016486892
app_110165,0.008673087
app_110166,0.002206812
app_110167,0.12099175
app_110168,0.001293036
app_110169,0.09003174
app_110170,0.025979357
app_110171,0.008669471
app_110172,0.000389349
app_110173,0.043089934
app_110174,0.001093883
app_110175,0.015325267
app_110176,0.050466016
app_110177,0.103199735
app_110178,0.036023065
app_110179,0.01594585
app_110180,0.000995797
app_110181,0.0045161
app_110182,0.0086323
app_110183,0.017196627
app_110184,0.000522063
app_110185,0.001358862
app_110186,0.010715582
app_110187,0.002616018
app_110188,0.015100041
app_110189,0.004454914
app_110190,0.011374946
app_110191,0.026877847
app_110192,0.005152185
app_110193,0.15802325
app_110194,0.003243704
app_110195,0.013314037
app_110196,0.00998555
app_110197,0.002046394
app_110198,0.017549131
app_110199,0.005368091
app_110200,0.02452679
app_110201,0.03375168
app_110202,0.005964143
app_110203,0.00357259
app_110204,0.001061345
app_110205,0.004220909
app_110206,0.001545715
app_110207,0.004601659
app_110208,0.006577481
app_110209,0.004930828
app_110210,0.00806177
